y,ds,dummy,Store
1962924.2,2012-06-15,dummy,2
1887733.2,2012-06-22,dummy,2
1881046.1,2012-06-29,dummy,2
1898777.1,2012-07-09,dummy,2
1830075.1,2012-07-13,dummy,2
1819666.5,2012-07-20,dummy,2
1757923.9,2012-07-27,dummy,2
2010216.5,2012-08-06,dummy,2
1928016.0,2012-08-17,dummy,2
1876788.1,2012-08-24,dummy,2
1947083.2,2012-08-31,dummy,2
1937628.2,2012-09-03,dummy,2
1814806.6,2012-09-14,dummy,2
1829415.6,2012-09-21,dummy,2
358784.1,2010-01-10,dummy,3
423294.4,2010-02-04,dummy,3
381151.72,2010-02-07,dummy,3
421642.2,2010-02-19,dummy,3
407204.88,2010-02-26,dummy,3
366473.97,2010-03-09,dummy,3
476420.78,2010-03-12,dummy,3
375328.6,2010-03-19,dummy,3
359949.28,2010-03-26,dummy,3
396968.8,2010-04-06,dummy,3
354993.25,2010-04-16,dummy,3
339976.66,2010-04-23,dummy,3
361248.38,2010-04-30,dummy,3
461622.22,2010-05-02,dummy,3
415202.03,2010-05-03,dummy,3
423175.56,2010-05-11,dummy,3
384357.94,2010-05-14,dummy,3
343763.16,2010-05-21,dummy,3
350089.22,2010-05-28,dummy,3
402635.75,2010-06-08,dummy,3
364076.84,2010-06-18,dummy,3
357346.47,2010-06-25,dummy,3
399323.88,2010-07-05,dummy,3
352728.78,2010-07-16,dummy,3
352864.5,2010-07-23,dummy,3
347955.06,2010-07-30,dummy,3
395107.34,2010-08-10,dummy,3
339597.38,2010-08-13,dummy,3
351728.22,2010-08-20,dummy,3
362134.1,2010-08-27,dummy,3
415870.28,2010-09-04,dummy,3
349214.2,2010-09-07,dummy,3
363064.62,2010-09-17,dummy,3
355626.88,2010-09-24,dummy,3
352260.97,2010-10-09,dummy,3
467642.03,2010-10-12,dummy,3
345584.38,2010-10-15,dummy,3
348895.97,2010-10-22,dummy,3
348591.75,2010-10-29,dummy,3
355017.1,2010-11-06,dummy,3
372545.3,2010-11-19,dummy,3
565567.8,2010-11-26,dummy,3
420728.97,2010-12-02,dummy,3
384200.7,2010-12-03,dummy,3
386635.03,2010-12-11,dummy,3
498159.38,2010-12-17,dummy,3
605990.44,2010-12-24,dummy,3
382677.75,2010-12-31,dummy,3
374556.1,2011-01-04,dummy,3
368962.72,2011-01-07,dummy,3
381061.1,2011-01-14,dummy,3
350876.7,2011-01-21,dummy,3
364866.25,2011-01-28,dummy,3
375988.7,2011-02-09,dummy,3
472511.3,2011-02-12,dummy,3
432782.1,2011-02-18,dummy,3
397211.2,2011-02-25,dummy,3
394507.84,2011-03-06,dummy,3
392109.5,2011-03-18,dummy,3
380683.66,2011-03-25,dummy,3
438516.53,2011-04-02,dummy,3
437084.5,2011-04-03,dummy,3
459443.22,2011-04-11,dummy,3
366250.7,2011-04-15,dummy,3
391860.03,2011-04-22,dummy,3
367405.4,2011-04-29,dummy,3
409981.25,2011-05-08,dummy,3
386312.7,2011-05-13,dummy,3
364603.12,2011-05-20,dummy,3
369350.6,2011-05-27,dummy,3
413042.12,2011-06-05,dummy,3
403423.34,2011-06-17,dummy,3
385520.72,2011-06-24,dummy,3
378241.34,2011-07-01,dummy,3
403342.4,2011-07-10,dummy,3
373454.34,2011-07-15,dummy,3
360617.38,2011-07-22,dummy,3
345381.28,2011-07-29,dummy,3
384075.3,2011-08-04,dummy,3
395146.25,2011-08-07,dummy,3
379716.9,2011-08-19,dummy,3
366367.56,2011-08-26,dummy,3
377347.5,2011-09-09,dummy,3
468772.8,2011-09-12,dummy,3
375629.5,2011-09-16,dummy,3
365248.94,2011-09-23,dummy,3
368477.94,2011-09-30,dummy,3
391638.75,2011-10-06,dummy,3
368282.56,2011-10-14,dummy,3
394976.38,2011-10-21,dummy,3
389540.62,2011-10-28,dummy,3
430526.22,2011-11-02,dummy,3
404753.3,2011-11-03,dummy,3
407764.25,2011-11-11,dummy,3
398838.97,2011-11-18,dummy,3
556925.2,2011-11-25,dummy,3
380376.84,2011-12-08,dummy,3
510747.62,2011-12-16,dummy,3
551221.2,2011-12-23,dummy,3
410553.88,2011-12-30,dummy,3
432268.53,2012-01-06,dummy,3
367438.62,2012-01-13,dummy,3
365818.62,2012-01-20,dummy,3
349518.1,2012-01-27,dummy,3
469752.56,2012-02-03,dummy,3
475591.1,2012-02-17,dummy,3
418925.47,2012-02-24,dummy,3
424960.66,2012-03-02,dummy,3
419990.28,2012-03-08,dummy,3
411775.8,2012-03-16,dummy,3
413907.25,2012-03-23,dummy,3
407488.84,2012-03-30,dummy,3
439913.56,2012-04-05,dummy,3
420789.75,2012-04-13,dummy,3
434822.12,2012-04-20,dummy,3
394616.12,2012-04-27,dummy,3
443557.66,2012-05-10,dummy,3
418112.75,2012-05-18,dummy,3
413701.28,2012-05-25,dummy,3
398178.22,2012-06-01,dummy,3
503232.12,2012-06-04,dummy,3
411206.5,2012-06-07,dummy,3
442074.78,2012-06-15,dummy,3
419497.94,2012-06-22,dummy,3
422965.34,2012-06-29,dummy,3
408229.72,2012-07-09,dummy,3
416913.1,2012-07-13,dummy,3
432424.84,2012-07-20,dummy,3
389427.9,2012-07-27,dummy,3
446336.8,2012-08-06,dummy,3
394918.84,2012-08-17,dummy,3
412449.66,2012-08-24,dummy,3
408838.72,2012-08-31,dummy,3
445162.06,2012-09-03,dummy,3
407589.16,2012-09-14,dummy,3
414392.1,2012-09-21,dummy,3
1842821.0,2010-01-10,dummy,4
1979247.1,2010-02-04,dummy,4
1881337.2,2010-02-07,dummy,4
2049860.2,2010-02-19,dummy,4
1925728.9,2010-02-26,dummy,4
1935857.6,2010-03-09,dummy,4
2102530.2,2010-03-12,dummy,4
1897429.4,2010-03-19,dummy,4
1762539.2,2010-03-26,dummy,4
1903290.6,2010-04-06,dummy,4
1851519.8,2010-04-16,dummy,4
1802677.9,2010-04-23,dummy,4
1817273.2,2010-04-30,dummy,4
2135143.8,2010-05-02,dummy,4
1971057.5,2010-05-03,dummy,4
2013115.8,2010-05-11,dummy,4
1875597.2,2010-05-14,dummy,4
1903752.6,2010-05-21,dummy,4
1857533.8,2010-05-28,dummy,4
1907638.6,2010-06-08,dummy,4
1929736.4,2010-06-18,dummy,4
1846652.0,2010-06-25,dummy,4
2000626.1,2010-07-05,dummy,4
1898427.6,2010-07-16,dummy,4
1848426.8,2010-07-23,dummy,4
1796637.6,2010-07-30,dummy,4
1951494.9,2010-08-10,dummy,4
2007050.8,2010-08-13,dummy,4
1997181.1,2010-08-20,dummy,4
1848403.9,2010-08-27,dummy,4
1818452.8,2010-09-04,dummy,4
1812208.2,2010-09-07,dummy,4
1899959.6,2010-09-17,dummy,4
1810684.6,2010-09-24,dummy,4
1865820.8,2010-10-09,dummy,4
2302504.8,2010-10-12,dummy,4
1867345.1,2010-10-15,dummy,4
1927610.0,2010-10-22,dummy,4
1933333.0,2010-10-29,dummy,4
1870619.2,2010-11-06,dummy,4
2097809.5,2010-11-19,dummy,4
2789469.5,2010-11-26,dummy,4
2188307.5,2010-12-02,dummy,4
1894324.1,2010-12-03,dummy,4
1999794.2,2010-12-11,dummy,4
2740057.2,2010-12-17,dummy,4
3526713.5,2010-12-24,dummy,4
1794868.8,2010-12-31,dummy,4
1900246.5,2011-01-04,dummy,4
2051533.5,2011-01-07,dummy,4
1865502.5,2011-01-14,dummy,4
1886394.0,2011-01-21,dummy,4
1814240.9,2011-01-28,dummy,4
2078420.2,2011-02-09,dummy,4
2180999.2,2011-02-12,dummy,4
2316495.5,2011-02-18,dummy,4
2078094.8,2011-02-25,dummy,4
2065377.1,2011-03-06,dummy,4
2116475.5,2011-03-18,dummy,4
1944164.4,2011-03-25,dummy,4
2119086.0,2011-04-02,dummy,4
2103455.8,2011-04-03,dummy,4
2281217.2,2011-04-11,dummy,4
1960587.8,2011-04-15,dummy,4
2220600.8,2011-04-22,dummy,4
1878167.5,2011-04-29,dummy,4
2160057.5,2011-05-08,dummy,4
2002362.4,2011-05-13,dummy,4
2015563.5,2011-05-20,dummy,4
1986598.0,2011-05-27,dummy,4
2063682.8,2011-06-05,dummy,4
2141210.5,2011-06-17,dummy,4
2008344.9,2011-06-24,dummy,4
1862476.2,2011-07-01,dummy,4
2166737.8,2011-07-10,dummy,4
2049047.0,2011-07-15,dummy,4
2036231.4,2011-07-22,dummy,4
1989674.1,2011-07-29,dummy,4
2074953.5,2011-08-04,dummy,4
2066541.9,2011-08-07,dummy,4
2232892.0,2011-08-19,dummy,4
1988490.2,2011-08-26,dummy,4
2093139.0,2011-09-09,dummy,4
2508955.2,2011-09-12,dummy,4
2075577.4,2011-09-16,dummy,4
2031406.4,2011-09-23,dummy,4
1929486.6,2011-09-30,dummy,4
2073951.4,2011-10-06,dummy,4
2074548.9,2011-10-14,dummy,4
2207742.2,2011-10-21,dummy,4
2151659.5,2011-10-28,dummy,4
2187847.2,2011-11-02,dummy,4
2039818.4,2011-11-03,dummy,4
2203029.0,2011-11-11,dummy,4
2243946.5,2011-11-18,dummy,4
3004702.2,2011-11-25,dummy,4
2105668.8,2011-12-08,dummy,4
2771397.2,2011-12-16,dummy,4
3676389.0,2011-12-23,dummy,4
2007105.9,2011-12-30,dummy,4
2179361.0,2012-01-06,dummy,4
1941676.6,2012-01-13,dummy,4
2005097.8,2012-01-20,dummy,4
1928720.5,2012-01-27,dummy,4
2206320.0,2012-02-03,dummy,4
2427640.2,2012-02-17,dummy,4
2226662.2,2012-02-24,dummy,4
2173374.0,2012-03-02,dummy,4
2174514.2,2012-03-08,dummy,4
2214967.5,2012-03-16,dummy,4
2091592.5,2012-03-23,dummy,4
2089381.8,2012-03-30,dummy,4
2196968.2,2012-04-05,dummy,4
2105301.5,2012-04-13,dummy,4
2144337.0,2012-04-20,dummy,4
2064065.6,2012-04-27,dummy,4
2209835.5,2012-05-10,dummy,4
2207214.8,2012-05-18,dummy,4
2154137.8,2012-05-25,dummy,4
2047766.1,2012-06-01,dummy,4
2470206.2,2012-06-04,dummy,4
2224499.2,2012-06-07,dummy,4
2234191.0,2012-06-15,dummy,4
2197299.8,2012-06-22,dummy,4
2128363.0,2012-06-29,dummy,4
2125104.8,2012-07-09,dummy,4
2100252.5,2012-07-13,dummy,4
2175563.8,2012-07-20,dummy,4
2048613.6,2012-07-27,dummy,4
2245257.2,2012-08-06,dummy,4
2283540.2,2012-08-17,dummy,4
2125241.8,2012-08-24,dummy,4
2081181.4,2012-08-31,dummy,4
2202450.8,2012-09-03,dummy,4
2117854.5,2012-09-14,dummy,4
2119438.5,2012-09-21,dummy,4
283178.12,2010-01-10,dummy,5
331406.0,2010-02-04,dummy,5
305993.28,2010-02-07,dummy,5
303447.56,2010-02-19,dummy,5
270281.62,2010-02-26,dummy,5
323798.0,2010-03-09,dummy,5
344490.88,2010-03-12,dummy,5
281706.4,2010-03-19,dummy,5
273282.97,2010-03-26,dummy,5
337825.88,2010-04-06,dummy,5
306858.7,2010-04-16,dummy,5
288839.72,2010-04-23,dummy,5
298697.84,2010-04-30,dummy,5
317173.1,2010-05-02,dummy,5
288855.72,2010-05-03,dummy,5
325310.3,2010-05-11,dummy,5
296673.78,2010-05-14,dummy,5
301615.5,2010-05-21,dummy,5
310013.12,2010-05-28,dummy,5
303043.03,2010-06-08,dummy,5
313795.6,2010-06-18,dummy,5
295257.3,2010-06-25,dummy,5
333522.6,2010-07-05,dummy,5
280701.7,2010-07-16,dummy,5
274742.62,2010-07-23,dummy,5
268929.03,2010-07-30,dummy,5
290494.84,2010-08-10,dummy,5
286477.34,2010-08-13,dummy,5
287205.38,2010-08-20,dummy,5
288519.75,2010-08-27,dummy,5
328020.5,2010-09-04,dummy,5
291808.88,2010-09-07,dummy,5
282558.66,2010-09-17,dummy,5
293131.6,2010-09-24,dummy,5
306533.1,2010-10-09,dummy,5
352811.53,2010-10-12,dummy,5
280681.2,2010-10-15,dummy,5
284988.28,2010-10-22,dummy,5
278031.8,2010-10-29,dummy,5
296641.9,2010-11-06,dummy,5
297384.8,2010-11-19,dummy,5
488362.62,2010-11-26,dummy,5
311825.7,2010-12-02,dummy,5
297293.6,2010-12-03,dummy,5
301827.38,2010-12-11,dummy,5
367801.2,2010-12-17,dummy,5
466010.25,2010-12-24,dummy,5
298180.2,2010-12-31,dummy,5
314316.56,2011-01-04,dummy,5
327093.88,2011-01-07,dummy,5
260636.7,2011-01-14,dummy,5
275313.34,2011-01-21,dummy,5
279088.38,2011-01-28,dummy,5
315645.53,2011-02-09,dummy,5
376225.62,2011-02-12,dummy,5
356622.62,2011-02-18,dummy,5
294659.5,2011-02-25,dummy,5
329183.9,2011-03-06,dummy,5
312177.66,2011-03-18,dummy,5
294732.5,2011-03-25,dummy,5
329613.2,2011-04-02,dummy,5
329033.66,2011-04-03,dummy,5
353652.22,2011-04-11,dummy,5
307913.6,2011-04-15,dummy,5
328415.44,2011-04-22,dummy,5
307291.56,2011-04-29,dummy,5
317738.56,2011-05-08,dummy,5
290930.0,2011-05-13,dummy,5
299614.34,2011-05-20,dummy,5
297149.7,2011-05-27,dummy,5
322904.7,2011-06-05,dummy,5
304811.8,2011-06-17,dummy,5
302881.62,2011-06-24,dummy,5
286347.25,2011-07-01,dummy,5
309111.47,2011-07-10,dummy,5
283248.62,2011-07-15,dummy,5
292539.72,2011-07-22,dummy,5
275142.16,2011-07-29,dummy,5
307333.62,2011-08-04,dummy,5
310804.94,2011-08-07,dummy,5
303643.84,2011-08-19,dummy,5
310338.16,2011-08-26,dummy,5
321110.22,2011-09-09,dummy,5
367433.78,2011-09-12,dummy,5
278529.72,2011-09-16,dummy,5
291024.97,2011-09-23,dummy,5
292315.38,2011-09-30,dummy,5
304984.12,2011-10-06,dummy,5
286117.72,2011-10-14,dummy,5
306069.2,2011-10-21,dummy,5
307035.12,2011-10-28,dummy,5
311590.53,2011-11-02,dummy,5
293098.1,2011-11-03,dummy,5
311906.7,2011-11-11,dummy,5
307944.38,2011-11-18,dummy,5
507900.06,2011-11-25,dummy,5
289886.16,2011-12-08,dummy,5
379530.3,2011-12-16,dummy,5
458562.25,2011-12-23,dummy,5
349624.88,2011-12-30,dummy,5
359867.8,2012-01-06,dummy,5
291454.53,2012-01-13,dummy,5
287523.97,2012-01-20,dummy,5
295974.22,2012-01-27,dummy,5
359206.22,2012-02-03,dummy,5
356427.97,2012-02-17,dummy,5
312220.47,2012-02-24,dummy,5
333948.0,2012-03-02,dummy,5
324195.16,2012-03-08,dummy,5
339392.53,2012-03-16,dummy,5
321300.0,2012-03-23,dummy,5
331318.72,2012-03-30,dummy,5
360932.7,2012-04-05,dummy,5
351832.03,2012-04-13,dummy,5
330063.06,2012-04-20,dummy,5
324839.75,2012-04-27,dummy,5
343048.28,2012-05-10,dummy,5
336189.66,2012-05-18,dummy,5
341994.47,2012-05-25,dummy,5
312078.72,2012-06-01,dummy,5
402985.7,2012-06-04,dummy,5
341214.44,2012-06-07,dummy,5
327383.62,2012-06-15,dummy,5
325041.7,2012-06-22,dummy,5
329658.1,2012-06-29,dummy,5
350648.9,2012-07-09,dummy,5
316203.62,2012-07-13,dummy,5
321205.12,2012-07-20,dummy,5
306827.38,2012-07-27,dummy,5
341704.6,2012-08-06,dummy,5
314014.2,2012-08-17,dummy,5
320831.38,2012-08-24,dummy,5
344642.0,2012-08-31,dummy,5
347295.6,2012-09-03,dummy,5
299800.66,2012-09-14,dummy,5
307306.75,2012-09-21,dummy,5
1328468.9,2010-01-10,dummy,6
1770333.9,2010-02-04,dummy,6
1759777.2,2010-02-07,dummy,6
1567138.1,2010-02-19,dummy,6
1432953.2,2010-02-26,dummy,6
1510925.4,2010-03-09,dummy,6
1677067.2,2010-03-12,dummy,6
1693058.9,2010-03-19,dummy,6
1472033.4,2010-03-26,dummy,6
1857380.1,2010-04-06,dummy,6
1519846.4,2010-04-16,dummy,6
1540436.0,2010-04-23,dummy,6
1498080.1,2010-04-30,dummy,6
1652635.1,2010-05-02,dummy,6
1601348.9,2010-05-03,dummy,6
1505442.1,2010-05-11,dummy,6
1524059.4,2010-05-14,dummy,6
1531938.5,2010-05-21,dummy,6
1644470.6,2010-05-28,dummy,6
1633241.6,2010-06-08,dummy,6
1677248.2,2010-06-18,dummy,6
1640681.9,2010-06-25,dummy,6
1619920.0,2010-07-05,dummy,6
1560120.8,2010-07-16,dummy,6
1585240.9,2010-07-23,dummy,6
1532308.8,2010-07-30,dummy,6
1360317.9,2010-08-10,dummy,6
1547655.0,2010-08-13,dummy,6
1539930.5,2010-08-20,dummy,6
1450766.1,2010-08-27,dummy,6
1667181.9,2010-09-04,dummy,6
1690318.0,2010-09-07,dummy,6
1308537.8,2010-09-17,dummy,6
1275591.9,2010-09-24,dummy,6
1424225.5,2010-10-09,dummy,6
1834737.6,2010-10-12,dummy,6
1344580.9,2010-10-15,dummy,6
1332716.5,2010-10-22,dummy,6
1385323.8,2010-10-29,dummy,6
1685652.4,2010-11-06,dummy,6
1518841.5,2010-11-19,dummy,6
2267452.5,2010-11-26,dummy,6
1606283.9,2010-12-02,dummy,6
1558621.4,2010-12-03,dummy,6
1495536.5,2010-12-11,dummy,6
2090269.0,2010-12-17,dummy,6
2727575.2,2010-12-24,dummy,6
1464050.0,2010-12-31,dummy,6
1459276.8,2011-01-04,dummy,6
1694551.1,2011-01-07,dummy,6
1306194.5,2011-01-14,dummy,6
1261253.1,2011-01-21,dummy,6
1287034.8,2011-01-28,dummy,6
1481618.8,2011-02-09,dummy,6
1688531.4,2011-02-12,dummy,6
1572117.5,2011-02-18,dummy,6
1422600.4,2011-02-25,dummy,6
1705506.2,2011-03-06,dummy,6
1685375.5,2011-03-18,dummy,6
1438465.8,2011-03-25,dummy,6
1514999.1,2011-04-02,dummy,6
1502618.0,2011-04-03,dummy,6
1523420.4,2011-04-11,dummy,6
1448797.0,2011-04-15,dummy,6
1639358.9,2011-04-22,dummy,6
1479249.9,2011-04-29,dummy,6
1601584.6,2011-05-08,dummy,6
1453185.6,2011-05-13,dummy,6
1382783.9,2011-05-20,dummy,6
