y,ds,sku,agency
662.0,2015-05-01,SKU_03,Agency_59
710.5,2015-06-01,SKU_03,Agency_59
705.5,2015-07-01,SKU_03,Agency_59
723.0,2015-08-01,SKU_03,Agency_59
677.5,2015-09-01,SKU_03,Agency_59
623.0,2015-10-01,SKU_03,Agency_59
565.5,2015-11-01,SKU_03,Agency_59
687.0,2015-12-01,SKU_03,Agency_59
480.8,2016-01-01,SKU_03,Agency_59
673.5,2016-02-01,SKU_03,Agency_59
773.5,2016-03-01,SKU_03,Agency_59
811.5,2016-04-01,SKU_03,Agency_59
897.0,2016-05-01,SKU_03,Agency_59
693.5,2016-06-01,SKU_03,Agency_59
667.5,2016-07-01,SKU_03,Agency_59
697.5,2016-08-01,SKU_03,Agency_59
699.0,2016-09-01,SKU_03,Agency_59
575.5,2016-10-01,SKU_03,Agency_59
491.8,2016-11-01,SKU_03,Agency_59
670.5,2016-12-01,SKU_03,Agency_59
472.2,2017-01-01,SKU_03,Agency_59
489.5,2017-02-01,SKU_03,Agency_59
611.0,2017-03-01,SKU_03,Agency_59
583.0,2017-04-01,SKU_03,Agency_59
682.0,2017-05-01,SKU_03,Agency_59
316.5,2013-01-01,SKU_01,Agency_11
293.0,2013-02-01,SKU_01,Agency_11
374.8,2013-03-01,SKU_01,Agency_11
367.8,2013-04-01,SKU_01,Agency_11
403.5,2013-05-01,SKU_01,Agency_11
341.8,2013-06-01,SKU_01,Agency_11
359.5,2013-07-01,SKU_01,Agency_11
351.5,2013-08-01,SKU_01,Agency_11
281.0,2013-09-01,SKU_01,Agency_11
311.5,2013-10-01,SKU_01,Agency_11
297.8,2013-11-01,SKU_01,Agency_11
365.2,2013-12-01,SKU_01,Agency_11
296.0,2014-01-01,SKU_01,Agency_11
289.8,2014-02-01,SKU_01,Agency_11
330.2,2014-03-01,SKU_01,Agency_11
447.2,2014-04-01,SKU_01,Agency_11
264.8,2014-05-01,SKU_01,Agency_11
399.8,2014-06-01,SKU_01,Agency_11
376.8,2014-07-01,SKU_01,Agency_11
374.0,2014-08-01,SKU_01,Agency_11
333.8,2014-09-01,SKU_01,Agency_11
380.8,2014-10-01,SKU_01,Agency_11
334.8,2014-11-01,SKU_01,Agency_11
429.5,2014-12-01,SKU_01,Agency_11
304.2,2015-01-01,SKU_01,Agency_11
379.5,2015-02-01,SKU_01,Agency_11
574.0,2015-03-01,SKU_01,Agency_11
406.8,2015-04-01,SKU_01,Agency_11
427.2,2015-05-01,SKU_01,Agency_11
404.8,2015-06-01,SKU_01,Agency_11
392.5,2015-07-01,SKU_01,Agency_11
368.0,2015-08-01,SKU_01,Agency_11
322.5,2015-09-01,SKU_01,Agency_11
303.5,2015-10-01,SKU_01,Agency_11
301.5,2015-11-01,SKU_01,Agency_11
329.5,2015-12-01,SKU_01,Agency_11
247.8,2016-01-01,SKU_01,Agency_11
258.8,2016-02-01,SKU_01,Agency_11
306.0,2016-03-01,SKU_01,Agency_11
333.5,2016-04-01,SKU_01,Agency_11
262.2,2016-05-01,SKU_01,Agency_11
381.8,2016-06-01,SKU_01,Agency_11
417.0,2016-07-01,SKU_01,Agency_11
477.2,2016-08-01,SKU_01,Agency_11
347.2,2016-09-01,SKU_01,Agency_11
363.2,2016-10-01,SKU_01,Agency_11
342.8,2016-11-01,SKU_01,Agency_11
345.5,2016-12-01,SKU_01,Agency_11
254.1,2017-01-01,SKU_01,Agency_11
236.2,2017-02-01,SKU_01,Agency_11
294.0,2017-03-01,SKU_01,Agency_11
330.5,2017-04-01,SKU_01,Agency_11
270.8,2017-05-01,SKU_01,Agency_11
421.0,2013-01-01,SKU_05,Agency_05
407.8,2013-02-01,SKU_05,Agency_05
433.0,2013-03-01,SKU_05,Agency_05
507.5,2013-04-01,SKU_05,Agency_05
553.0,2013-05-01,SKU_05,Agency_05
489.5,2013-06-01,SKU_05,Agency_05
477.5,2013-07-01,SKU_05,Agency_05
501.0,2013-08-01,SKU_05,Agency_05
446.5,2013-09-01,SKU_05,Agency_05
441.5,2013-10-01,SKU_05,Agency_05
390.0,2013-11-01,SKU_05,Agency_05
398.0,2013-12-01,SKU_05,Agency_05
338.2,2014-01-01,SKU_05,Agency_05
402.0,2014-02-01,SKU_05,Agency_05
466.5,2014-03-01,SKU_05,Agency_05
529.5,2014-04-01,SKU_05,Agency_05
504.0,2014-05-01,SKU_05,Agency_05
518.0,2014-06-01,SKU_05,Agency_05
447.2,2014-07-01,SKU_05,Agency_05
401.0,2014-08-01,SKU_05,Agency_05
392.5,2014-09-01,SKU_05,Agency_05
409.2,2014-10-01,SKU_05,Agency_05
389.2,2014-11-01,SKU_05,Agency_05
505.5,2014-12-01,SKU_05,Agency_05
380.2,2015-01-01,SKU_05,Agency_05
376.5,2015-02-01,SKU_05,Agency_05
438.2,2015-03-01,SKU_05,Agency_05
525.0,2015-04-01,SKU_05,Agency_05
616.5,2015-05-01,SKU_05,Agency_05
543.0,2015-06-01,SKU_05,Agency_05
479.5,2015-07-01,SKU_05,Agency_05
490.0,2015-08-01,SKU_05,Agency_05
488.0,2015-09-01,SKU_05,Agency_05
424.5,2015-10-01,SKU_05,Agency_05
413.2,2015-11-01,SKU_05,Agency_05
486.2,2015-12-01,SKU_05,Agency_05
293.5,2016-01-01,SKU_05,Agency_05
417.0,2016-02-01,SKU_05,Agency_05
356.2,2016-03-01,SKU_05,Agency_05
436.8,2016-04-01,SKU_05,Agency_05
519.0,2016-05-01,SKU_05,Agency_05
429.0,2016-06-01,SKU_05,Agency_05
585.0,2016-07-01,SKU_05,Agency_05
321.8,2016-08-01,SKU_05,Agency_05
313.8,2016-09-01,SKU_05,Agency_05
332.5,2016-10-01,SKU_05,Agency_05
312.8,2016-11-01,SKU_05,Agency_05
389.2,2016-12-01,SKU_05,Agency_05
264.2,2017-01-01,SKU_05,Agency_05
340.5,2017-02-01,SKU_05,Agency_05
337.5,2017-03-01,SKU_05,Agency_05
468.5,2017-04-01,SKU_05,Agency_05
415.0,2017-05-01,SKU_05,Agency_05
270.8,2013-01-01,SKU_06,Agency_28
269.5,2013-02-01,SKU_06,Agency_28
282.8,2013-03-01,SKU_06,Agency_28
379.0,2013-04-01,SKU_06,Agency_28
408.2,2013-05-01,SKU_06,Agency_28
334.2,2013-06-01,SKU_06,Agency_28
371.0,2013-07-01,SKU_06,Agency_28
337.5,2013-08-01,SKU_06,Agency_28
296.0,2013-09-01,SKU_06,Agency_28
275.2,2013-10-01,SKU_06,Agency_28
239.9,2013-11-01,SKU_06,Agency_28
297.0,2013-12-01,SKU_06,Agency_28
246.5,2014-01-01,SKU_06,Agency_28
244.5,2014-02-01,SKU_06,Agency_28
186.0,2014-03-01,SKU_06,Agency_28
186.9,2014-04-01,SKU_06,Agency_28
148.8,2014-05-01,SKU_06,Agency_28
119.1,2014-06-01,SKU_06,Agency_28
136.0,2014-07-01,SKU_06,Agency_28
74.5,2014-08-01,SKU_06,Agency_28
62.0,2014-09-01,SKU_06,Agency_28
95.7,2014-10-01,SKU_06,Agency_28
114.56,2014-11-01,SKU_06,Agency_28
130.0,2014-12-01,SKU_06,Agency_28
104.44,2015-01-01,SKU_06,Agency_28
105.6,2015-02-01,SKU_06,Agency_28
72.9,2015-03-01,SKU_06,Agency_28
108.0,2015-04-01,SKU_06,Agency_28
96.56,2015-05-01,SKU_06,Agency_28
190.5,2015-06-01,SKU_06,Agency_28
593.0,2015-07-01,SKU_06,Agency_28
689.5,2015-08-01,SKU_06,Agency_28
542.0,2015-09-01,SKU_06,Agency_28
644.0,2015-10-01,SKU_06,Agency_28
565.5,2015-11-01,SKU_06,Agency_28
744.5,2015-12-01,SKU_06,Agency_28
516.0,2016-01-01,SKU_06,Agency_28
606.0,2016-02-01,SKU_06,Agency_28
694.5,2016-03-01,SKU_06,Agency_28
719.0,2016-04-01,SKU_06,Agency_28
777.0,2016-05-01,SKU_06,Agency_28
727.5,2016-06-01,SKU_06,Agency_28
701.5,2016-07-01,SKU_06,Agency_28
789.5,2016-08-01,SKU_06,Agency_28
718.5,2016-09-01,SKU_06,Agency_28
743.0,2016-10-01,SKU_06,Agency_28
775.0,2016-11-01,SKU_06,Agency_28
937.5,2016-12-01,SKU_06,Agency_28
662.5,2017-01-01,SKU_06,Agency_28
699.0,2017-02-01,SKU_06,Agency_28
793.5,2017-03-01,SKU_06,Agency_28
688.5,2017-04-01,SKU_06,Agency_28
767.0,2017-05-01,SKU_06,Agency_28
876.5,2013-01-01,SKU_02,Agency_05
977.0,2013-02-01,SKU_02,Agency_05
1053.0,2013-03-01,SKU_02,Agency_05
1318.0,2013-04-01,SKU_02,Agency_05
1443.0,2013-05-01,SKU_02,Agency_05
1235.0,2013-06-01,SKU_02,Agency_05
1130.0,2013-07-01,SKU_02,Agency_05
1192.0,2013-08-01,SKU_02,Agency_05
1214.0,2013-09-01,SKU_02,Agency_05
1129.0,2013-10-01,SKU_02,Agency_05
1074.0,2013-11-01,SKU_02,Agency_05
1155.0,2013-12-01,SKU_02,Agency_05
868.5,2014-01-01,SKU_02,Agency_05
1255.0,2014-02-01,SKU_02,Agency_05
1281.0,2014-03-01,SKU_02,Agency_05
1391.0,2014-04-01,SKU_02,Agency_05
1942.0,2014-05-01,SKU_02,Agency_05
1246.0,2014-06-01,SKU_02,Agency_05
1129.0,2014-07-01,SKU_02,Agency_05
1086.0,2014-08-01,SKU_02,Agency_05
1086.0,2014-09-01,SKU_02,Agency_05
1240.0,2014-10-01,SKU_02,Agency_05
1130.0,2014-11-01,SKU_02,Agency_05
1257.0,2014-12-01,SKU_02,Agency_05
955.5,2015-01-01,SKU_02,Agency_05
1215.0,2015-02-01,SKU_02,Agency_05
1455.0,2015-03-01,SKU_02,Agency_05
1461.0,2015-04-01,SKU_02,Agency_05
1247.0,2015-05-01,SKU_02,Agency_05
1213.0,2015-06-01,SKU_02,Agency_05
1417.0,2015-07-01,SKU_02,Agency_05
1320.0,2015-08-01,SKU_02,Agency_05
1251.0,2015-09-01,SKU_02,Agency_05
1065.0,2015-10-01,SKU_02,Agency_05
1312.0,2015-11-01,SKU_02,Agency_05
1247.0,2015-12-01,SKU_02,Agency_05
784.5,2016-01-01,SKU_02,Agency_05
1120.0,2016-02-01,SKU_02,Agency_05
1272.0,2016-03-01,SKU_02,Agency_05
1628.0,2016-04-01,SKU_02,Agency_05
1957.0,2016-05-01,SKU_02,Agency_05
1799.0,2016-06-01,SKU_02,Agency_05
1496.0,2016-07-01,SKU_02,Agency_05
1498.0,2016-08-01,SKU_02,Agency_05
1021.0,2016-09-01,SKU_02,Agency_05
1289.0,2016-10-01,SKU_02,Agency_05
1400.0,2016-11-01,SKU_02,Agency_05
1441.0,2016-12-01,SKU_02,Agency_05
762.0,2017-01-01,SKU_02,Agency_05
1267.0,2017-02-01,SKU_02,Agency_05
1410.0,2017-03-01,SKU_02,Agency_05
1688.0,2017-04-01,SKU_02,Agency_05
1408.0,2017-05-01,SKU_02,Agency_05
782.0,2013-01-01,SKU_03,Agency_57
801.5,2013-02-01,SKU_03,Agency_57
867.0,2013-03-01,SKU_03,Agency_57
1307.0,2013-04-01,SKU_03,Agency_57
1020.5,2013-05-01,SKU_03,Agency_57
1323.0,2013-06-01,SKU_03,Agency_57
1145.0,2013-07-01,SKU_03,Agency_57
1446.0,2013-08-01,SKU_03,Agency_57
1253.0,2013-09-01,SKU_03,Agency_57
1435.0,2013-10-01,SKU_03,Agency_57
904.0,2013-11-01,SKU_03,Agency_57
1155.0,2013-12-01,SKU_03,Agency_57
838.0,2014-01-01,SKU_03,Agency_57
906.5,2014-02-01,SKU_03,Agency_57
1034.0,2014-03-01,SKU_03,Agency_57
1185.0,2014-04-01,SKU_03,Agency_57
942.0,2014-05-01,SKU_03,Agency_57
1013.5,2014-06-01,SKU_03,Agency_57
899.5,2014-07-01,SKU_03,Agency_57
1096.0,2014-08-01,SKU_03,Agency_57
934.0,2014-09-01,SKU_03,Agency_57
883.0,2014-10-01,SKU_03,Agency_57
1069.0,2014-11-01,SKU_03,Agency_57
1163.0,2014-12-01,SKU_03,Agency_57
1100.0,2015-01-01,SKU_03,Agency_57
736.0,2015-02-01,SKU_03,Agency_57
904.5,2015-03-01,SKU_03,Agency_57
1083.0,2015-04-01,SKU_03,Agency_57
978.0,2015-05-01,SKU_03,Agency_57
817.5,2015-06-01,SKU_03,Agency_57
796.0,2015-07-01,SKU_03,Agency_57
823.0,2015-08-01,SKU_03,Agency_57
783.5,2015-09-01,SKU_03,Agency_57
909.0,2015-10-01,SKU_03,Agency_57
919.0,2015-11-01,SKU_03,Agency_57
928.5,2015-12-01,SKU_03,Agency_57
624.0,2016-01-01,SKU_03,Agency_57
1324.0,2016-02-01,SKU_03,Agency_57
1577.0,2016-03-01,SKU_03,Agency_57
1629.0,2016-04-01,SKU_03,Agency_57
1424.0,2016-05-01,SKU_03,Agency_57
1190.0,2016-06-01,SKU_03,Agency_57
1395.0,2016-07-01,SKU_03,Agency_57
1361.0,2016-08-01,SKU_03,Agency_57
1609.0,2016-09-01,SKU_03,Agency_57
1037.0,2016-10-01,SKU_03,Agency_57
838.0,2016-11-01,SKU_03,Agency_57
1172.0,2016-12-01,SKU_03,Agency_57
815.0,2017-01-01,SKU_03,Agency_57
853.0,2017-02-01,SKU_03,Agency_57
1124.0,2017-03-01,SKU_03,Agency_57
881.5,2017-04-01,SKU_03,Agency_57
2306.0,2017-05-01,SKU_03,Agency_57
280.5,2013-01-01,SKU_04,Agency_52
142.6,2013-02-01,SKU_04,Agency_52
377.8,2013-03-01,SKU_04,Agency_52
323.5,2013-04-01,SKU_04,Agency_52
325.2,2013-05-01,SKU_04,Agency_52
235.5,2013-06-01,SKU_04,Agency_52
245.4,2013-07-01,SKU_04,Agency_52
187.5,2013-08-01,SKU_04,Agency_52
202.8,2013-09-01,SKU_04,Agency_52
221.5,2013-10-01,SKU_04,Agency_52
266.0,2013-11-01,SKU_04,Agency_52
453.5,2013-12-01,SKU_04,Agency_52
188.9,2014-01-01,SKU_04,Agency_52
292.0,2014-02-01,SKU_04,Agency_52
328.5,2014-03-01,SKU_04,Agency_52
309.2,2014-04-01,SKU_04,Agency_52
229.0,2014-05-01,SKU_04,Agency_52
125.56,2014-06-01,SKU_04,Agency_52
135.6,2014-07-01,SKU_04,Agency_52
146.4,2014-08-01,SKU_04,Agency_52
164.4,2014-09-01,SKU_04,Agency_52
144.8,2014-10-01,SKU_04,Agency_52
124.3,2014-11-01,SKU_04,Agency_52
270.2,2014-12-01,SKU_04,Agency_52
192.1,2015-01-01,SKU_04,Agency_52
203.6,2015-02-01,SKU_04,Agency_52
285.0,2015-03-01,SKU_04,Agency_52
235.4,2015-04-01,SKU_04,Agency_52
232.0,2015-05-01,SKU_04,Agency_52
87.44,2015-06-01,SKU_04,Agency_52
160.1,2015-07-01,SKU_04,Agency_52
213.1,2015-08-01,SKU_04,Agency_52
130.0,2015-09-01,SKU_04,Agency_52
177.8,2015-10-01,SKU_04,Agency_52
168.6,2015-11-01,SKU_04,Agency_52
357.0,2015-12-01,SKU_04,Agency_52
168.8,2016-01-01,SKU_04,Agency_52
175.4,2016-02-01,SKU_04,Agency_52
176.5,2016-03-01,SKU_04,Agency_52
152.9,2016-04-01,SKU_04,Agency_52
151.8,2016-05-01,SKU_04,Agency_52
106.9,2016-06-01,SKU_04,Agency_52
109.2,2016-07-01,SKU_04,Agency_52
228.9,2016-08-01,SKU_04,Agency_52
142.8,2016-09-01,SKU_04,Agency_52
183.9,2016-10-01,SKU_04,Agency_52
104.8,2016-11-01,SKU_04,Agency_52
277.0,2016-12-01,SKU_04,Agency_52
174.2,2017-01-01,SKU_04,Agency_52
149.5,2017-02-01,SKU_04,Agency_52
185.4,2017-03-01,SKU_04,Agency_52
201.5,2017-04-01,SKU_04,Agency_52
156.4,2017-05-01,SKU_04,Agency_52
6.695,2013-01-01,SKU_02,Agency_11
4.43,2013-02-01,SKU_02,Agency_11
11.664,2013-03-01,SKU_02,Agency_11
12.63,2013-04-01,SKU_02,Agency_11
6.59,2013-05-01,SKU_02,Agency_11
4.645,2013-06-01,SKU_02,Agency_11
3.889,2013-07-01,SKU_02,Agency_11
3.78,2013-08-01,SKU_02,Agency_11
13.61,2013-09-01,SKU_02,Agency_11
9.4,2013-10-01,SKU_02,Agency_11
30.56,2013-11-01,SKU_02,Agency_11
24.3,2013-12-01,SKU_02,Agency_11
22.03,2014-01-01,SKU_02,Agency_11
31.53,2014-02-01,SKU_02,Agency_11
16.1,2014-03-01,SKU_02,Agency_11
23.22,2014-04-01,SKU_02,Agency_11
37.9,2014-05-01,SKU_02,Agency_11
12.31,2014-06-01,SKU_02,Agency_11
6.59,2014-07-01,SKU_02,Agency_11
6.695,2014-08-01,SKU_02,Agency_11
5.617,2014-09-01,SKU_02,Agency_11
6.59,2014-10-01,SKU_02,Agency_11
5.074,2014-11-01,SKU_02,Agency_11
10.695,2014-12-01,SKU_02,Agency_11
5.617,2015-01-01,SKU_02,Agency_11
4.21,2015-02-01,SKU_02,Agency_11
9.83,2015-03-01,SKU_02,Agency_11
9.61,2015-04-01,SKU_02,Agency_11
7.453,2015-05-01,SKU_02,Agency_11
5.4,2015-06-01,SKU_02,Agency_11
6.48,2015-07-01,SKU_02,Agency_11
4.86,2015-08-01,SKU_02,Agency_11
5.184,2015-09-01,SKU_02,Agency_11
3.348,2015-10-01,SKU_02,Agency_11
2.7,2015-11-01,SKU_02,Agency_11
6.48,2015-12-01,SKU_02,Agency_11
8.1,2016-01-01,SKU_02,Agency_11
5.723,2016-02-01,SKU_02,Agency_11
12.42,2016-03-01,SKU_02,Agency_11
11.555,2016-04-01,SKU_02,Agency_11
3.996,2016-05-01,SKU_02,Agency_11
6.91,2016-06-01,SKU_02,Agency_11
4.645,2016-07-01,SKU_02,Agency_11
4.43,2016-08-01,SKU_02,Agency_11
3.78,2016-09-01,SKU_02,Agency_11
2.809,2016-10-01,SKU_02,Agency_11
3.133,2016-11-01,SKU_02,Agency_11
3.996,2016-12-01,SKU_02,Agency_11
2.809,2017-01-01,SKU_02,Agency_11
1.62,2017-02-01,SKU_02,Agency_11
2.484,2017-03-01,SKU_02,Agency_11
6.37,2017-04-01,SKU_02,Agency_11
2.916,2017-05-01,SKU_02,Agency_11
4790.0,2013-01-01,SKU_03,Agency_09
4868.0,2013-02-01,SKU_03,Agency_09
5772.0,2013-03-01,SKU_03,Agency_09
5900.0,2013-04-01,SKU_03,Agency_09
6316.0,2013-05-01,SKU_03,Agency_09
6588.0,2013-06-01,SKU_03,Agency_09
6140.0,2013-07-01,SKU_03,Agency_09
6812.0,2013-08-01,SKU_03,Agency_09
5670.0,2013-09-01,SKU_03,Agency_09
6732.0,2013-10-01,SKU_03,Agency_09
6280.0,2013-11-01,SKU_03,Agency_09
8200.0,2013-12-01,SKU_03,Agency_09
5650.0,2014-01-01,SKU_03,Agency_09
6030.0,2014-02-01,SKU_03,Agency_09
7230.0,2014-03-01,SKU_03,Agency_09
8188.0,2014-04-01,SKU_03,Agency_09
6290.0,2014-05-01,SKU_03,Agency_09
6492.0,2014-06-01,SKU_03,Agency_09
6744.0,2014-07-01,SKU_03,Agency_09
6532.0,2014-08-01,SKU_03,Agency_09
5856.0,2014-09-01,SKU_03,Agency_09
6584.0,2014-10-01,SKU_03,Agency_09
5756.0,2014-11-01,SKU_03,Agency_09
7892.0,2014-12-01,SKU_03,Agency_09
6024.0,2015-01-01,SKU_03,Agency_09
4750.0,2015-02-01,SKU_03,Agency_09
6228.0,2015-03-01,SKU_03,Agency_09
7600.0,2015-04-01,SKU_03,Agency_09
7784.0,2015-05-01,SKU_03,Agency_09
6950.0,2015-06-01,SKU_03,Agency_09
5860.0,2015-07-01,SKU_03,Agency_09
6080.0,2015-08-01,SKU_03,Agency_09
5204.0,2015-09-01,SKU_03,Agency_09
5430.0,2015-10-01,SKU_03,Agency_09
7090.0,2015-11-01,SKU_03,Agency_09
8540.0,2015-12-01,SKU_03,Agency_09
4356.0,2016-01-01,SKU_03,Agency_09
7816.0,2016-02-01,SKU_03,Agency_09
9930.0,2016-03-01,SKU_03,Agency_09
8750.0,2016-04-01,SKU_03,Agency_09
8820.0,2016-05-01,SKU_03,Agency_09
8148.0,2016-06-01,SKU_03,Agency_09
8320.0,2016-07-01,SKU_03,Agency_09
8230.0,2016-08-01,SKU_03,Agency_09
7650.0,2016-09-01,SKU_03,Agency_09
7410.0,2016-10-01,SKU_03,Agency_09
7236.0,2016-11-01,SKU_03,Agency_09
9464.0,2016-12-01,SKU_03,Agency_09
5372.0,2017-01-01,SKU_03,Agency_09
6676.0,2017-02-01,SKU_03,Agency_09
7540.0,2017-03-01,SKU_03,Agency_09
6820.0,2017-04-01,SKU_03,Agency_09
7060.0,2017-05-01,SKU_03,Agency_09
1160.0,2013-01-01,SKU_05,Agency_16
1195.0,2013-02-01,SKU_05,Agency_16
1203.0,2013-03-01,SKU_05,Agency_16
1532.0,2013-04-01,SKU_05,Agency_16
1630.0,2013-05-01,SKU_05,Agency_16
1466.0,2013-06-01,SKU_05,Agency_16
1460.0,2013-07-01,SKU_05,Agency_16
1441.0,2013-08-01,SKU_05,Agency_16
1293.0,2013-09-01,SKU_05,Agency_16
1725.0,2013-10-01,SKU_05,Agency_16
1148.0,2013-11-01,SKU_05,Agency_16
1961.0,2013-12-01,SKU_05,Agency_16
1255.0,2014-01-01,SKU_05,Agency_16
1408.0,2014-02-01,SKU_05,Agency_16
1679.0,2014-03-01,SKU_05,Agency_16
1903.0,2014-04-01,SKU_05,Agency_16
1484.0,2014-05-01,SKU_05,Agency_16
