Date,Weekly_Sales,time_idx,Store
2010-10-09,1507460.8,34,1
2010-10-12,1682614.2,35,1
2010-02-04,1594968.2,1,1
2011-04-02,1606629.6,60,1
2011-02-18,1686842.8,55,1
2011-03-06,1635078.4,57,1
2011-03-18,1576818.0,58,1
2011-03-25,1541102.4,59,1
2010-10-15,1459409.1,36,1
2011-04-03,1636263.4,61,1
2011-02-12,1584084.0,54,1
2011-04-11,1697229.6,62,1
2011-04-22,1564819.8,64,1
2011-04-29,1455090.8,65,1
2011-05-08,1624383.8,66,1
2011-05-13,1604775.6,67,1
2011-05-20,1428218.2,68,1
2011-05-27,1466046.6,69,1
2011-04-15,1559889.0,63,1
2011-02-09,1550229.2,53,1
2011-02-25,1456800.2,56,1
2011-01-21,1327405.4,51,1
2010-10-22,1345454.0,37,1
2010-10-29,1384209.2,38,1
2010-11-06,1542561.1,39,1
2010-11-19,1483784.1,40,1
2011-01-28,1316899.2,52,1
2010-12-02,1641957.5,42,1
2010-12-03,1439541.6,43,1
2010-11-26,1955624.1,41,1
2010-12-17,1891034.9,45,1
2010-12-24,2387950.2,46,1
2010-12-31,1367320.0,47,1
2011-01-04,1495064.8,48,1
2011-01-07,1488538.1,49,1
2011-01-14,1391014.0,50,1
2010-12-11,1494479.5,44,1
2011-12-16,2555031.2,97,10
2011-11-03,1933469.1,92,10
2011-11-11,2076570.9,93,10
2011-11-18,1869087.9,94,10
2011-11-25,2950198.8,95,10
2011-12-08,1917397.6,96,10
2011-12-23,3487987.0,98,10
2011-07-01,1714309.9,73,10
2012-01-06,1767471.5,100,10
2012-01-13,1711562.8,101,10
2012-01-20,1675563.0,102,10
2012-01-27,1632406.0,103,10
2012-02-03,1990371.0,104,10
2012-02-17,2168709.8,105,10
2011-12-30,1930690.4,99,10
2011-11-02,2115408.2,91,10
2011-07-10,1788227.6,74,10
2011-10-21,1745928.5,89,10
2012-02-24,2039415.8,106,10
2011-07-15,1775068.4,75,10
2011-07-22,1774342.6,76,10
2011-07-29,1745841.4,77,10
2011-08-04,1870720.8,78,10
2011-08-07,1699708.4,79,10
2011-08-19,1954849.6,80,10
2011-08-26,1728399.1,81,10
2011-09-09,1670579.9,82,10
2011-09-12,2429311.0,83,10
2011-09-16,1650894.2,84,10
2011-09-23,1685910.5,85,10
2011-09-30,1627707.2,86,10
2011-10-06,1740063.1,87,10
2011-10-14,1704753.0,88,10
2011-10-28,1771793.0,90,10
2012-03-02,1867403.0,107,10
2012-06-29,1707481.9,124,10
2012-03-16,1930814.6,109,10
2012-08-06,1840491.4,129,10
2012-08-17,1827797.4,130,10
2012-08-24,1764984.1,131,10
2012-08-31,1650285.5,132,10
2012-09-03,1917483.1,133,10
2012-09-14,1640169.0,134,10
2012-07-27,1817603.6,128,10
2012-09-21,1671857.6,135,10
2012-03-08,1939440.1,108,10
2012-07-20,1869967.0,127,10
2012-07-09,1708283.2,125,10
2012-03-23,1837457.8,110,10
2012-03-30,1815760.4,111,10
2012-04-05,1821364.4,112,10
2012-04-13,1974687.5,113,10
2012-04-20,1777166.5,114,10
2012-04-27,1712987.5,115,10
2012-07-13,1765571.9,126,10
2012-05-10,1758971.4,116,10
2012-05-25,1830939.1,118,10
2012-06-01,1683401.8,119,10
2012-06-04,2163384.2,120,10
2012-06-07,1805999.8,121,10
2012-06-15,1811562.9,122,10
2012-06-22,1755334.1,123,10
2012-05-18,1795152.8,117,10
2011-06-24,1711813.1,72,10
2010-10-12,2411790.2,35,10
2011-06-05,1841370.0,70,10
2010-06-08,1949236.1,19,10
2010-06-18,1837636.2,20,10
2010-06-25,1768172.2,21,10
2010-07-05,1921432.1,22,10
2010-07-16,1828052.5,23,10
2010-07-23,1831676.0,24,10
2010-05-28,1904618.1,18,10
2010-07-30,1832664.0,25,10
2010-08-13,1962996.8,27,10
2010-08-20,1983190.5,28,10
2010-08-27,1727565.4,29,10
2010-09-04,2041069.4,30,10
2010-09-07,1769793.4,31,10
2010-09-17,1716755.8,32,10
2010-08-10,1772192.4,26,10
2010-05-21,1847613.6,17,10
2010-05-14,1808056.4,16,10
2010-05-11,1832212.0,15,10
2011-06-17,1817934.8,71,10
2010-02-04,2138652.0,1,10
2010-02-07,1845893.9,2,10
2010-02-19,2113432.5,3,10
2010-02-26,2006775.0,4,10
2010-03-09,1766331.5,5,10
2010-03-12,2251206.8,6,10
2010-03-19,1946875.0,7,10
2010-03-26,1893532.5,8,10
2010-04-06,1931406.2,9,10
2010-04-16,1826241.5,10,10
2010-04-23,1829521.9,11,10
2010-04-30,1790694.6,12,10
2010-05-02,2193048.8,13,10
2010-05-03,1987090.1,14,10
2010-09-24,1655036.8,33,10
2010-10-09,1720530.2,34,10
2010-01-10,1645893.0,0,10
2010-10-15,1703850.2,36,10
2011-02-18,2106934.5,55,10
2011-02-25,1967996.8,56,10
2011-03-06,1792210.9,57,10
2011-03-18,1884734.2,58,10
2011-03-25,1815798.9,59,10
2011-04-02,1968045.9,60,10
2011-02-12,2068097.1,54,10
2011-04-03,1958003.2,61,10
2011-04-15,1781767.2,63,10
2011-04-22,2004831.1,64,10
2011-04-29,1873646.4,65,10
2011-05-08,1886300.0,66,10
2011-05-13,1712995.5,67,10
2011-05-20,1720908.0,68,10
2011-04-11,1904438.6,62,10
2011-02-09,1758587.4,53,10
2011-05-27,1743000.4,69,10
2011-01-21,1677556.1,51,10
2010-10-22,1740234.0,37,10
2010-10-29,1741308.5,38,10
2010-11-06,1827521.8,39,10
2010-11-19,1949177.1,40,10
2011-01-28,1715769.0,52,10
2010-12-02,2176028.5,42,10
2010-12-03,1941346.1,43,10
2010-11-26,2939946.5,41,10
2010-12-17,2811646.8,45,10
2010-12-24,3749057.8,46,10
2010-12-31,1707298.1,47,10
2011-01-04,1827733.1,48,10
2011-01-07,1751369.8,49,10
2011-01-14,1710803.6,50,10
2010-12-11,1895901.6,44,10
2011-11-03,1314557.2,92,11
2011-11-11,1366053.8,93,11
2011-11-18,1315091.6,94,11
2011-11-25,1848953.5,95,11
2011-12-08,1354188.4,96,11
2011-12-16,1783910.0,97,11
2012-02-17,1569608.0,105,11
2011-12-30,1352084.2,99,11
2012-01-06,1361595.4,100,11
2012-01-13,1264736.6,101,11
2012-01-20,1207303.2,102,11
2012-01-27,1162675.9,103,11
2012-02-03,1438383.5,104,11
2011-11-02,1419236.9,91,11
2011-12-23,2213518.5,98,11
2011-10-28,1310684.1,90,11
2011-09-09,1249440.0,82,11
2011-10-14,1286389.0,88,11
2012-02-24,1379473.0,106,11
2011-07-10,1346271.0,74,11
2011-07-15,1266546.8,75,11
2011-07-22,1290576.5,76,11
2011-07-29,1212938.6,77,11
2011-08-04,1327401.0,78,11
2011-10-21,1325107.5,89,11
2011-08-07,1334628.0,79,11
2011-08-26,1304706.8,81,11
2011-09-12,1646656.0,83,11
2011-09-16,1270816.0,84,11
2011-09-23,1235775.1,85,11
2011-09-30,1190515.9,86,11
2011-10-06,1314626.8,87,11
2011-08-19,1484169.8,80,11
2012-03-02,1376732.1,107,11
2012-06-29,1297028.6,124,11
2012-03-16,1441884.2,109,11
2012-08-06,1414343.5,129,11
2012-08-17,1421307.2,130,11
2012-08-24,1409515.8,131,11
2012-08-31,1372872.4,132,11
2012-09-03,1413382.8,133,11
2012-09-14,1267675.0,134,11
2012-07-27,1272395.0,128,11
2012-09-21,1326133.0,135,11
2012-07-20,1344483.8,127,11
2012-07-13,1320239.5,126,11
2012-07-09,1304584.4,125,11
2012-03-23,1300593.6,110,11
2012-03-30,1300104.0,111,11
2012-04-05,1370251.2,112,11
2012-04-13,1472752.0,113,11
2012-04-20,1315357.0,114,11
2012-04-27,1236238.2,115,11
2012-05-10,1422794.2,116,11
2012-05-18,1352442.2,117,11
2012-05-25,1297335.9,118,11
2012-06-01,1283885.5,119,11
2012-06-04,1596325.0,120,11
2012-06-07,1461130.0,121,11
2012-06-15,1417875.4,122,11
2012-06-22,1355680.2,123,11
2011-07-01,1178905.5,73,11
2012-03-08,1399341.1,108,11
2011-06-24,1254587.9,72,11
2010-10-09,1231428.5,34,11
2011-06-05,1331453.4,70,11
2010-06-08,1369634.9,19,11
2010-06-18,1336522.9,20,11
2010-06-25,1262025.1,21,11
2010-07-05,1312329.8,22,11
2010-07-16,1290609.5,23,11
2010-07-23,1244390.0,24,11
2010-05-28,1264272.5,18,11
2010-07-30,1250178.9,25,11
2010-08-13,1384339.1,27,11
2010-08-20,1430192.4,28,11
2010-08-27,1311263.1,29,11
2010-09-04,1470308.4,30,11
2010-09-07,1280156.5,31,11
2010-09-17,1215676.2,32,11
2010-08-10,1293472.8,26,11
2010-09-24,1170103.2,33,11
2010-05-21,1271646.6,17,11
2010-05-11,1332759.1,15,11
2010-02-04,1446210.2,1,11
2010-02-07,1302600.1,2,11
2010-02-19,1503298.8,3,11
2010-02-26,1336404.6,4,11
2010-03-09,1303914.2,5,11
2010-03-12,1380522.6,6,11
2010-05-14,1266796.1,16,11
2010-03-19,1364207.0,7,11
2010-04-06,1396322.2,9,11
2010-04-16,1323243.4,10,11
2010-04-23,1283766.5,11,11
2010-04-30,1239766.9,12,11
2010-05-02,1528008.6,13,11
2010-05-03,1426622.6,14,11
2010-03-26,1245624.2,8,11
2010-10-12,1564516.4,35,11
2010-01-10,1182490.5,0,11
2011-06-17,1337506.8,71,11
2011-02-25,1323999.4,56,11
2011-03-06,1343637.0,57,11
2011-03-18,1391813.8,58,11
2011-03-25,1229777.2,59,11
2010-10-15,1175003.6,36,11
2011-04-03,1399457.0,61,11
2011-02-18,1554747.1,55,11
2011-04-11,1458287.4,62,11
2011-04-22,1388118.5,64,11
2011-04-29,1357589.9,65,11
2011-05-08,1403199.0,66,11
2011-05-13,1277959.4,67,11
2011-05-20,1239467.0,68,11
2011-05-27,1216876.5,69,11
2011-04-15,1312905.8,63,11
2011-02-12,1399322.5,54,11
2011-04-02,1422546.0,60,11
2011-01-28,1100418.8,52,11
2011-02-09,1297792.4,53,11
2010-10-29,1195036.0,38,11
2010-11-06,1339570.9,39,11
2010-11-19,1292346.6,40,11
2010-11-26,1757242.5,41,11
2010-12-02,1574684.1,42,11
2010-12-03,1331883.1,43,11
2010-10-22,1169831.4,37,11
2010-12-17,1843971.1,45,11
2010-12-24,2306265.2,46,11
2010-12-31,1172003.1,47,11
2011-01-04,1258674.1,48,11
2011-01-07,1297472.0,49,11
2011-01-14,1194449.8,50,11
2011-01-21,1187776.2,51,11
2010-12-11,1281675.6,44,11
2011-11-02,1086421.6,91,12
2011-11-03,997672.6,92,12
2011-11-11,1095091.5,93,12
2011-11-18,970641.3,94,12
2011-11-25,1591920.4,95,12
2011-12-08,955913.7,96,12
2012-01-06,981345.2,100,12
2011-12-23,1617612.0,98,12
2011-12-30,1111638.1,99,12
2012-01-13,865467.9,101,12
2012-01-20,855922.6,102,12
2012-01-27,888203.7,103,12
2012-02-03,1147637.0,104,12
2011-12-16,1293404.1,97,12
2011-10-28,990926.4,90,12
2011-07-01,910110.25,73,12
2011-10-14,927600.0,88,12
2012-02-17,1240048.9,105,12
2011-07-10,951244.7,74,12
2011-07-15,936002.0,75,12
2011-07-22,922231.94,76,12
2011-07-29,890547.06,77,12
2011-08-04,998362.06,78,12
2011-08-07,943717.4,79,12
2011-08-19,966817.25,80,12
2011-08-26,1017593.5,81,12
2011-09-09,922850.56,82,12
2011-09-12,1189646.5,83,12
2011-09-16,889290.25,84,12
2011-09-23,871692.75,85,12
2011-09-30,866401.44,86,12
2011-10-06,996937.94,87,12
2011-10-21,938604.56,89,12
2012-02-24,1112034.8,106,12
2012-03-08,958667.25,108,12
2012-08-06,1086231.5,129,12
2012-08-17,1005003.1,130,12
2012-08-24,1048101.4,131,12
2012-08-31,1061943.5,132,12
2012-09-03,1113208.6,133,12
2012-09-14,885892.4,134,12
2012-07-27,916967.94,128,12
2012-09-21,922735.4,135,12
2011-06-24,997282.75,72,12
2012-07-20,941550.3,127,12
2012-07-13,960312.75,126,12
2012-07-09,955146.06,125,12
2012-03-16,1088498.5,109,12
2012-03-23,1045419.9,110,12
2012-03-30,1025382.25,111,12
2012-04-05,1073433.8,112,12
2012-04-13,1083811.2,113,12
2012-04-20,1006486.94,114,12
2012-04-27,1004252.4,115,12
2012-05-10,979825.94,116,12
2012-05-18,1020486.06,117,12
2012-05-25,991514.2,118,12
2012-06-01,945823.6,119,12
2012-06-04,1128765.8,120,12
2012-06-07,1014898.75,121,12
2012-06-15,1019555.5,122,12
2012-06-22,981386.25,123,12
2012-03-02,1058768.0,107,12
2012-06-29,943124.75,124,12
2011-06-05,1021154.5,70,12
2011-05-27,964332.5,69,12
2010-05-28,955451.2,18,12
2010-06-08,967576.94,19,12
2010-06-18,956211.2,20,12
2010-06-25,958007.7,21,12
2010-07-05,1043240.25,22,12
2010-07-16,916402.75,23,12
2010-05-14,966055.0,16,12
2010-07-23,912403.7,24,12
2010-08-10,918335.7,26,12
2010-08-13,928264.4,27,12
2010-08-20,948447.3,28,12
2010-08-27,1004516.44,29,12
2010-09-04,1041238.9,30,12
2010-09-07,943506.25,31,12
2010-07-30,913548.25,25,12
2010-09-17,852882.6,32,12
2010-05-11,929690.7,15,12
2010-05-02,1100046.4,13,12
2011-06-17,986504.94,71,12
2010-01-10,850936.25,0,12
2010-02-04,1011822.3,1,12
2010-02-07,951957.3,2,12
2010-02-19,1095421.6,3,12
2010-02-26,1048617.1,4,12
2010-05-03,1077018.2,14,12
2010-03-09,1075758.5,5,12
2010-03-19,972088.3,7,12
2010-03-26,981615.8,8,12
2010-04-06,1049357.4,9,12
2010-04-16,957997.5,10,12
2010-04-23,993833.44,11,12
2010-04-30,954220.25,12,12
2010-03-12,1069533.1,6,12
2010-09-24,851919.3,33,12
2010-05-21,958374.56,17,12
2010-10-12,1121934.1,35,12
2011-02-12,1071383.1,54,12
2011-02-18,1128485.1,55,12
2011-02-25,1046203.75,56,12
2011-03-06,970328.7,57,12
2011-03-18,1009502.0,58,12
2011-03-25,954107.3,59,12
2011-04-02,1046068.2,60,12
2011-04-03,1085248.2,61,12
2011-04-11,1051944.8,62,12
2011-04-15,990951.75,63,12
2011-04-22,1016019.5,64,12
2011-04-29,994966.1,65,12
2011-05-08,988712.5,66,12
2011-05-13,977033.5,67,12
2010-10-09,903119.0,34,12
2011-02-09,1052051.5,53,12
2011-01-28,873119.06,52,12
2011-05-20,924135.0,68,12
2010-10-15,862419.8,36,12
2010-10-22,857883.44,37,12
2010-10-29,955294.7,38,12
2010-11-06,1016039.7,39,12
2010-11-19,894493.7,40,12
2011-01-21,802105.5,51,12
2010-12-02,1117863.4,42,12
2010-12-03,985594.25,43,12
2010-11-26,1601377.4,41,12
2010-12-17,1295605.4,45,12
2010-12-24,1768249.9,46,12
2010-12-31,891736.94,47,12
2011-01-04,1005463.5,48,12
2011-01-07,961993.3,49,12
2011-01-14,812011.8,50,12
2010-12-11,942475.25,44,12
2011-01-04,1864238.6,48,13
2010-12-31,1675292.0,47,13
2010-12-24,3595903.2,46,13
2010-12-17,2771646.8,45,13
2010-12-11,1939964.6,44,13
2010-12-03,1840687.0,43,13
2010-10-12,2461468.2,35,13
2010-11-26,2766400.0,41,13
2010-11-19,1925393.9,40,13
2010-11-06,2037881.0,39,13
2010-10-29,1887895.1,38,13
2010-10-22,1796949.6,37,13
2010-10-15,1851431.0,36,13
2011-01-07,2048035.8,49,13
2010-12-02,2030933.5,42,13
2011-01-14,1682316.2,50,13
2011-03-25,1807545.4,59,13
2011-01-28,1633663.1,52,13
2011-05-13,1958823.5,67,13
2011-05-08,2076231.8,66,13
2011-04-29,1895583.1,65,13
2011-04-22,2124316.2,64,13
2011-04-15,1950994.0,63,13
2011-04-11,2036317.5,62,13
2011-01-21,1770177.4,51,13
2011-04-03,1894960.6,61,13
2011-03-18,1852443.8,58,13
2011-03-06,1935593.9,57,13
2011-02-25,1831934.0,56,13
2011-02-18,2003480.6,55,13
2011-02-12,2051315.6,54,13
2011-02-09,1953628.9,53,13
2011-04-02,1848186.6,60,13
2010-10-09,1772144.0,34,13
2011-05-20,1860923.5,68,13
2010-09-17,1790279.8,32,13
2010-05-02,1967220.5,13,13
2010-04-30,1785823.4,12,13
2010-04-23,1909330.8,11,13
2010-04-16,1819660.5,10,13
2010-04-06,2022705.2,9,13
2010-03-26,1882096.0,8,13
2010-05-03,1939980.4,14,13
2010-03-19,1879794.9,7,13
2010-03-09,1911852.6,5,13
2010-02-26,1817850.4,4,13
2010-02-19,1970274.6,3,13
2010-02-07,2018314.8,2,13
2010-02-04,2142482.2,1,13
2010-01-10,1765584.5,0,13
2010-03-12,2083379.9,6,13
2010-09-24,1705655.1,33,13
2010-05-11,1854967.6,15,13
2010-05-21,1853657.6,17,13
2010-09-07,1870843.9,31,13
2010-09-04,1898321.4,30,13
2010-08-27,1908278.2,29,13
2010-08-20,1997397.6,28,13
2010-08-13,1877592.5,27,13
2010-08-10,1871924.1,26,13
2010-05-14,1890273.5,16,13
2010-07-30,1817887.2,25,13
2010-07-16,1932231.0,23,13
2010-07-05,2005478.5,22,13
2010-06-25,1970340.2,21,13
2010-06-18,2003435.2,20,13
2010-06-08,1969121.5,19,13
2010-05-28,1877358.9,18,13
2010-07-23,1907351.2,24,13
2011-05-27,1866369.9,69,13
2011-06-17,2086433.5,71,13
2012-06-15,2152229.0,122,13
2012-06-07,2184980.2,121,13
2012-06-04,2271614.8,120,13
2012-06-01,1865752.8,119,13
2012-05-25,2043349.4,118,13
2012-05-18,2131900.5,117,13
2012-06-22,2094373.0,123,13
2012-05-10,2041918.8,116,13
2012-04-20,1955689.1,114,13
2012-04-13,2057637.9,113,13
2012-04-05,1995994.5,112,13
2012-03-30,1948982.8,111,13
2012-03-23,1904421.8,110,13
2012-03-16,2025582.6,109,13
2012-04-27,1970121.6,115,13
2012-06-29,2037663.8,124,13
2012-07-09,2165796.2,125,13
2012-07-13,2002751.0,126,13
2011-06-05,1986380.4,70,13
2012-09-21,1938379.6,135,13
2012-09-14,1919917.0,134,13
2012-09-03,1986445.6,133,13
2012-08-31,2073855.4,132,13
2012-08-24,2059458.2,131,13
2012-08-17,2095769.1,130,13
2012-08-06,2182438.0,129,13
2012-07-27,1914430.5,128,13
2012-07-20,2053089.4,127,13
2012-03-08,2044148.2,108,13
2012-03-02,1927780.8,107,13
2012-02-17,2214477.0,105,13
2011-09-23,1847431.0,85,13
2011-09-16,1923223.9,84,13
2011-09-12,2462779.0,83,13
2011-09-09,1872921.2,82,13
2012-02-24,1929768.0,106,13
2011-08-19,2090341.0,80,13
2011-09-30,1835662.8,86,13
2011-08-07,2021699.4,79,13
2011-07-29,1880785.8,77,13
2011-07-22,1987089.4,76,13
2011-07-15,1956813.2,75,13
2011-07-10,2067232.5,74,13
2011-07-01,1744544.4,73,13
2011-06-24,2009163.1,72,13
2011-08-04,1887465.0,78,13
2011-10-06,1997817.0,87,13
2011-08-26,2035244.5,81,13
2011-10-21,1973544.2,89,13
2011-10-14,1929659.1,88,13
2012-01-27,1733983.1,103,13
2012-01-20,1811606.2,102,13
2012-01-13,1794962.6,101,13
2012-01-06,2035431.4,100,13
2011-12-30,1969056.9,99,13
2011-12-23,3556766.0,98,13
2012-02-03,1969742.8,104,13
2011-12-08,1970341.4,96,13
2011-11-25,2864170.5,95,13
2011-11-18,2016323.5,94,13
2011-11-11,2111592.0,93,13
2011-11-03,1852432.6,92,13
2011-11-02,1944438.9,91,13
2011-10-28,1948733.8,90,13
2011-12-16,2760346.8,97,13
2011-11-03,1931104.6,92,14
2011-11-11,2081534.6,93,14
2011-11-18,1969360.8,94,14
2011-11-25,2685351.8,95,14
2011-12-08,1928773.9,96,14
2011-12-16,2594363.0,97,14
2012-01-13,1696248.2,101,14
2011-12-30,1914148.9,99,14
2012-01-06,2049485.5,100,14
2012-01-20,1789113.4,102,14
2012-01-27,1595362.2,103,14
2012-02-03,1926005.0,104,14
2012-02-17,2020551.0,105,14
2011-12-23,3369069.0,98,14
2011-11-02,1980405.0,91,14
2011-07-10,2078796.8,74,14
2011-10-21,2009004.6,89,14
2012-02-24,1875040.1,106,14
2011-07-15,1953544.8,75,14
2011-07-22,1882070.9,76,14
2011-07-29,1871021.0,77,14
2011-08-04,2037798.9,78,14
2011-08-07,2063401.0,79,14
2011-08-19,1896874.0,80,14
2011-08-26,2273470.5,81,14
2011-09-09,2202743.0,82,14
2011-09-12,2470581.2,83,14
2011-09-16,1864637.9,84,14
2011-09-23,1871555.6,85,14
2011-09-30,1809989.2,86,14
2011-10-06,2132446.0,87,14
2011-10-14,1890870.8,88,14
2011-10-28,2056846.1,90,14
2012-03-02,1877410.4,107,14
2012-07-09,1904512.4,125,14
2012-03-16,1941040.5,109,14
2012-08-17,1660433.2,130,14
2012-08-24,1621841.4,131,14
2012-08-31,1613342.2,132,14
2012-09-03,2020839.2,133,14
2012-09-14,1554794.2,134,14
2012-09-21,1565352.5,135,14
2012-08-06,2099616.0,129,14
2011-07-01,1864746.1,73,14
2012-07-27,1479514.6,128,14
2012-07-20,1553250.1,127,14
2012-07-13,1544422.4,126,14
2012-03-23,1893447.8,110,14
2012-03-30,1905033.0,111,14
2012-04-05,1949354.2,112,14
2012-04-13,1912909.8,113,14
2012-04-20,1875686.5,114,14
2012-04-27,1784030.0,115,14
2012-05-10,1687592.1,116,14
2012-05-18,1932233.1,117,14
2012-05-25,2030869.6,118,14
2012-06-01,1859145.0,119,14
2012-06-04,2376022.2,120,14
2012-06-07,1862129.0,121,14
2012-06-15,1905733.6,122,14
2012-06-22,1660228.9,123,14
2012-06-29,1591835.0,124,14
2012-03-08,1656886.5,108,14
2011-06-24,2069523.5,72,14
2011-06-05,2095599.9,70,14
2010-01-10,1855703.6,0,14
2010-06-08,2219813.5,19,14
2010-06-18,2248645.5,20,14
2010-06-25,2246180.0,21,14
2010-07-05,2370116.5,22,14
2010-07-16,2130287.2,23,14
2010-07-23,2044155.4,24,14
2010-05-21,2108187.0,17,14
2010-07-30,2054843.2,25,14
2010-08-13,2052984.8,27,14
2010-08-20,2057138.2,28,14
2010-08-27,2020332.1,29,14
2010-09-04,2258781.2,30,14
2010-09-07,2236209.2,31,14
2010-09-17,1953539.9,32,14
2010-08-10,2091663.2,26,14
2010-09-24,1879891.1,33,14
2010-05-14,2129771.2,16,14
2010-05-03,2237544.8,14,14
2011-06-17,2082083.4,71,14
2010-02-04,2495630.5,1,14
2010-02-07,2334788.5,2,14
2010-02-19,2204556.8,3,14
2010-02-26,2095591.6,4,14
2010-03-09,2182563.8,5,14
2010-05-11,2078417.5,15,14
2010-03-12,2258489.8,6,14
2010-03-26,2050396.2,8,14
2010-04-06,2363601.5,9,14
2010-04-16,2121788.5,10,14
2010-04-23,2138145.0,11,14
2010-04-30,2082355.1,12,14
2010-05-02,2623470.0,13,14
2010-03-19,2066219.2,7,14
2010-10-09,2191767.8,34,14
2010-05-28,2227152.2,18,14
2010-10-15,1932162.6,36,14
2011-02-18,2019031.6,55,14
2011-02-25,1875708.9,56,14
2011-03-06,2079899.5,57,14
2011-03-18,1932491.4,58,14
2011-03-25,1879451.2,59,14
2011-04-02,1995891.9,60,14
2011-04-03,2041215.6,61,14
2011-04-11,2174056.8,62,14
2011-04-15,1974960.9,63,14
2011-04-22,2256461.5,64,14
2011-04-29,1930617.6,65,14
2011-05-08,2066020.8,66,14
2011-05-13,2004330.2,67,14
2011-05-20,1959967.8,68,14
2010-10-12,2600519.2,35,14
2011-02-12,2143080.5,54,14
2011-02-09,1750891.5,53,14
2011-05-27,2080694.2,69,14
2010-10-22,1936621.1,37,14
2010-10-29,1984768.4,38,14
2010-11-06,2249570.0,39,14
2010-11-19,1968462.6,40,14
2010-11-26,2921709.8,41,14
2011-01-28,1613718.4,52,14
2010-12-03,2156035.0,43,14
2010-12-11,2092189.0,44,14
2010-12-02,1704218.9,42,14
2010-12-24,3818686.5,46,14
2010-12-31,1623716.5,47,14
2011-01-04,1869110.5,48,14
2011-01-07,2074668.2,49,14
2011-01-14,1699095.9,50,14
2011-01-21,1743188.9,51,14
2010-12-17,2762861.5,45,14
2011-11-11,618949.8,93,15
2011-11-18,597856.5,94,15
2011-11-25,1066478.1,95,15
2011-12-08,590836.4,96,15
2011-12-16,870415.5,97,15
2011-12-23,1182691.9,98,15
2012-02-24,561137.06,106,15
2012-01-06,663971.25,100,15
2012-01-13,454183.4,101,15
2012-01-20,492721.84,102,15
